"Codigo","Nome","Tipo","Descricao","Peso","Economia","Limite","Raridade","Mercado","Unico","Excluivel","Imagem","ImagemExiste","ReferenciasLua","Gerado"
"moneywashomega","Máquina de Lavar","Consumível","Compacta e discreta que transforma dinheiro molhado em dinheiro limpo e pronto para uso, seja para jogos ou necessidades do dia a dia, esta máquina é a solução perfeita para lavagem de dinheiro de forma rápida e eficiente.<br><br><legendary>Lavagem diária: $5.000.000</legendary>","50","","","legendary","true","false","false","moneywash.png","true","2","false"
"moneywashplus","Máquina de Lavar","Consumível","Compacta e discreta que transforma dinheiro molhado em dinheiro limpo e pronto para uso, seja para jogos ou necessidades do dia a dia, esta máquina é a solução perfeita para lavagem de dinheiro de forma rápida e eficiente.<br><br><rare>Lavagem diária: $500.000</rare>","50","","","rare","true","false","false","moneywash.png","true","2","false"
"mtlion1star","Puma","Comum","","2.25","275","","","true","false","false","box1star.png","true","1","false"
"mtlion2star","Puma","Comum","","2.25","300","","","true","false","false","box2star.png","true","1","false"
"mtlion3star","Puma","Comum","","2.25","325","","","true","false","false","box3star.png","true","1","false"
"nabucetin","Nabucetin","Consumível","Comprimido de alta potencia. Recupera uma grande quantidade de vida.","0.15","305","5","","true","false","false","nabucetin.png","true","2","false"
"namechange","Cartão de Nome","Consumível","Modifica o nome.","0","60000","","legendary","false","false","true","namechange.png","true","2","false"
"navaljina","Navaljina","Consumível","Comprimido de efeito moderado. Recupera vida aos poucos.","0.15","75","5","","true","false","false","navaljina.png","true","2","false"
"nigirizushi","Nigirizushi","Consumível","","0.65","60","3","","true","false","false","nigirizushi.png","true","2","false"
"nitro","Garrafa de Nitro","Consumível","Uma adição emocionante para veículos motorizados, oferece um aumento instantâneo de potência e velocidade, projetado para os entusiastas da velocidade, proporciona uma aceleração surpreendente, elevando a adrenalina e a emoção das corridas e aventuras automobilísticas.","7.25","2775","","","false","false","false","nitro.png","true","7","false"
"notepad","Bloco de Notas","Consumível","","0","10","","common","true","true","false","notepad.png","true","6","false"
"orangejuice","Suco de Laranja","Consumível","","0.75","125","3","","true","false","false","orangejuice.png","true","2","false"
"orangeroughy","Peixe Relógio","Comum","","0.5","60","","","true","false","false","orangeroughy.png","true","6","false"
"package","Encomenda","Comum","","10","0","1","","true","false","false","package.png","true","17","false"
"pager","Pager","Consumível","","2.25","425","","","false","false","false","pager.png","true","5","false"
"passionjuice","Suco de Maracujá","Consumível","","0.75","175","3","","true","false","false","passionjuice.png","true","2","false"
"penetrom","Penetrom","Consumível","Comprimido de efeito intermediario. Recupera uma quantidade razoavel de vida.","0.15","150","5","","true","false","false","penetrom.png","true","2","false"
"pickaxe","Picareta","Comum","Ferramenta versátil e resistente, projetada para lidar com uma variedade de tarefas, com sua construção robusta e design ergonômico, oferece conforto e eficiência em cada movimento, seja para escavação no jardim, trabalhos de construção ou aventuras ao ar livre, essa picareta é a escolha confiável para enfrentar desafios com facilidade e precisão.","2.75","1225","","","true","false","false","pickaxe.png","true","4","false"
"pickaxeplus","Picareta ++","Comum","Ferramenta versátil e resistente, projetada para lidar com uma variedade de tarefas, com sua construção robusta e design ergonômico, oferece conforto e eficiência em cada movimento, seja para escavação no jardim, trabalhos de construção ou aventuras ao ar livre, essa picareta é a escolha confiável para enfrentar desafios com facilidade e precisão.","2.75","50000","","legendary","false","false","true","pickaxe.png","true","1","false"
"pink_essence","Essência Rosa","Comum","Componente químico utilizado em experimentos, possui propriedades energéticas únicas que alimentam dispositivos experimentais, aprimoram armas modificadas ou são vendidas por um bom dinheiro.","0","","","","false","false","true","pink_essence.png","true","4","false"
"pistol_bench","Mesa de Produção","Consumível","Mesa para fabricação de <common>Pistolas</common>.","8.75","50000","","epic","true","false","false","pistol_bench.png","true","2","false"
"pistolbody","Corpo de Pistola","Comum","","0.75","275","","","true","false","false","pistolbody.png","true","13","false"
"pizzabanana","Pizza de Banana","Consumível","","0.75","175","3","","true","false","false","pizzabanana.png","true","2","false"
"pizzachocolate","Pizza de Chocolate","Consumível","","0.75","175","3","","true","false","false","pizzachocolate.png","true","2","false"
"pizzamozzarella","Pizza de Muçarela","Consumível","","0.75","175","3","","true","false","false","pizzamozzarella.png","true","2","false"
"plastic","Plástico","Comum","","0.045","8","","","false","false","false","plastic.png","true","64","false"
"plate","Placa Veícular","Comum","Embora personalizada e distintiva, desconsidera as normas de trânsito e regulamentos legais, com um design único, destina-se a quem busca evadir-se das regras, mas não é recomendada para uso responsável e ético nas estradas.","0.75","975","","","false","false","false","plate.png","true","133","false"
"platinum","Platina","Comum","","0","20","","","false","false","false","platinum.png","true","39","false"
"postit","Post-It","Consumível","","0.25","20","","","false","false","false","postit.png","true","8","false"
"pouch","Malote","Comum","","1.25","0","","","true","false","false","pouch.png","true","5","false"
"powercable","Cabo de Alimentação","Comum","","0.35","225","","","false","false","false","powercable.png","true","3","false"
"powersupply","Fonte de Alimentação","Comum","","2.25","475","","","false","false","false","powersupply.png","true","3","false"
"premiumplate","Placa Customizada","Consumível","Uma escolha ideal para quem busca expressar sua individualidade enquanto trafega pelas estradas, feita com materiais de qualidade e design exclusivo, ela adiciona um toque único ao veículo de seu proprietário, sem comprometer a conformidade com as normas de trânsito.","0","100000","","legendary","false","false","true","platepremium.png","true","2","false"
"processor","Processador","Comum","","0.65","725","","","false","false","false","processor.png","true","3","false"
"processorfan","Ventoinha do Processador","Comum","","0.95","325","","","false","false","false","processorfan.png","true","3","false"
"promissory1000","Nota Promissória","Comum","","0","1000","","","true","false","false","promissory.png","true","8","false"
"promissory2000","Nota Promissória","Comum","","0","2000","","","true","false","false","promissory.png","true","8","false"
"promissory3000","Nota Promissória","Comum","","0","3000","","","true","false","false","promissory.png","true","8","false"
"promissory4000","Nota Promissória","Comum","","0","4000","","","true","false","false","promissory.png","true","8","false"
"promissory5000","Nota Promissória","Comum","","0","5000","","","true","false","false","promissory.png","true","8","false"
"propertys","Chave de Ferro","Consumível","","0.35","0","","","true","false","true","propertys.png","true","185","false"
"purifiedwater","Galão de Água Purificada","Comum","Essencial para hidratação segura e saudável, ideal para uso doméstico ou comercial.","1.25","1275","","","true","false","false","purifiedwater.png","true","3","false"
"purple_essence","Essência Roxa","Comum","Componente químico utilizado em experimentos, possui propriedades energéticas únicas que alimentam dispositivos experimentais, aprimoram armas modificadas ou são vendidas por um bom dinheiro.","0","","","","false","false","true","purple_essence.png","true","5","false"
"racestablet","Tablet Descartável","Consumível","Dispositivo eletrônico compacto e temporário projetado para uso prático e conveniente em situações específicas, oferecendo funcionalidades básicas de navegação na internet, leitura e comunicação, com a vantagem de ser facilmente descartável após o uso.","0.475","2725","","","true","false","false","racestablet.png","true","2","false"
"racesticket","Cartão Descartável","Comum","Explore circuitos exclusivos e de acesso privilegiado, desbloqueie portas para emocionantes experiências em locais de elite ao redor do mundo.","0.15","2275","","epic","true","false","false","racesticket.png","true","5","false"
"racetrophy1","Troféu 1º Lúgar","Comum","Conquistado apenas por quem cruza a linha de chegada em primeiro lugar, este item representa habilidade, precisão e domínio absoluto nas pistas. Símbolo máximo de desempenho nas corridas, o Troféu do Campeão comprova que seu portador superou todos os adversários com excelência, garantindo seu lugar no topo do ranking.","0","","","legendary","false","false","false","racetrophy1.png","true","0","false"
"racetrophy2","Troféu 2º Lúgar","Comum","Conquistado apenas por quem cruza a linha de chegada em segundo lugar, este item representa habilidade, precisão e domínio absoluto nas pistas. Símbolo máximo de desempenho nas corridas, o Troféu do Campeão comprova que seu portador superou todos os adversários com excelência, garantindo seu lugar no topo do ranking.","0","","","epic","false","false","false","racetrophy2.png","true","0","false"
"racetrophy3","Troféu 3º Lúgar","Comum","Conquistado apenas por quem cruza a linha de chegada em terceiro lugar, este item representa habilidade, precisão e domínio absoluto nas pistas. Símbolo máximo de desempenho nas corridas, o Troféu do Campeão comprova que seu portador superou todos os adversários com excelência, garantindo seu lugar no topo do ranking.","0","","","rare","false","false","false","racetrophy3.png","true","0","false"
"radio","Rádio","Consumível","Transceptor compacto e confiável que proporciona uma comunicação clara e segura para seu grupo, com uma frequência exclusiva para manter suas conversas privadas e protegidas.","0.75","975","","","false","false","false","radio.png","true","49","false"
"radiomhz","Frequência Mhz","Consumível","Transceptor compacto e poderoso que oferece uma frequência de rádio exclusiva para comunicação segura entre membros do seu grupo, ideal para operações discretas em ambientes onde privacidade é essencial.","0","100000","","legendary","false","false","true","radiomhz.png","true","2","false"
"rammemory","Memória RAM","Comum","","0.45","375","","","false","false","false","rammemory.png","true","3","false"
"ration","Ração Animal","Consumível","","0.75","125","","","true","false","false","ration.png","true","5","false"
"red_essence","Essência Vermelha","Comum","Componente químico utilizado em experimentos, possui propriedades energéticas únicas que alimentam dispositivos experimentais, aprimoram armas modificadas ou são vendidas por um bom dinheiro.","0","","","","false","false","true","red_essence.png","true","5","false"
"repairkit01","Kit de Reparos","Comum","Solucione problemas com facilidade, seja em casa, no carro ou em qualquer lugar, indispensável para manter tudo funcionando perfeitamente.","3.25","425","","common","false","false","false","repairkit01.png","true","7","false"
"repairkit02","Kit de Reparos","Comum","Solucione problemas com facilidade, seja em casa, no carro ou em qualquer lugar, indispensável para manter tudo funcionando perfeitamente.","3.75","875","","rare","false","false","false","repairkit02.png","true","4","false"
"repairkit03","Kit de Reparos","Comum","Solucione problemas com facilidade, seja em casa, no carro ou em qualquer lugar, indispensável para manter tudo funcionando perfeitamente.","4.25","2225","","epic","false","false","false","repairkit03.png","true","4","false"
"repairkit04","Kit de Reparos","Comum","Solucione problemas com facilidade, seja em casa, no carro ou em qualquer lugar, indispensável para manter tudo funcionando perfeitamente.","4.75","4275","","legendary","false","false","false","repairkit04.png","true","3","false"
"ricebag","Saco de Arroz","Comum","","1.25","105","","","true","false","false","ricebag.png","true","2","false"
"rifle_bench","Mesa de Produção","Consumível","Mesa para fabricação de <common>Rifles</common>.","9.75","100000","","epic","true","false","false","rifle_bench.png","true","2","false"
"riflebody","Corpo de Rifle","Comum","","0.75","975","","","true","false","false","riflebody.png","true","20","false"
"ritmoneury","Ritmoneury","Consumível","","0.75","325","2","","true","false","false","ritmoneury.png","true","6","false"
"roadsigns","Placas de Trânsito","Comum","","0.6","65","","","false","false","false","roadsigns.png","true","12","false"
"rope","Cordas","Consumível","","1.75","925","","","true","false","false","rope.png","true","5","false"
"rubber","Borracha","Comum","","0.045","8","","","false","false","false","rubber.png","true","61","false"
"ruby_pure","Ruby Lapidado","Comum","","0.5","60","","","true","false","false","ruby_pure.png","true","4","false"
"ryebread","Pão de Centeio","Comum","","0.15","20","","","true","false","false","ryebread.png","true","6","false"
"safependrive","Pendrive Seguro","Comum","","0.15","3225","","","true","false","false","safependrive.png","true","11","false"
"saline","Soro Fisiológico","Comum","","0.35","35","","","false","false","false","saline.png","true","7","false"
"salmon","Salmão","Comum","","0.5","150","","","true","false","false","salmon.png","true","3","false"
"sand","Areia","Comum","","0.225","20","","","false","false","false","sand.png","true","2","false"
"sandwich","Sanduiche","Consumível","","0.25","20","2","","true","false","false","sandwich.png","true","4","false"
"sapphire_pure","Safira Lapidada","Comum","","0.5","60","","","true","false","false","sapphire_pure.png","true","3","false"
"sardine","Sardinha","Comum","","0.5","60","","","true","false","false","sardine.png","true","6","false"
"scotchtape","Fita Adesiva","Comum","","0.15","45","","","false","false","false","scotchtape.png","true","18","false"
"scrapmetal","Sucata de Metal","Comum","","0","1","","","false","false","false","scrapmetal.png","true","2","false"
"screwnuts","Porcas de Parafuso","Comum","","0.45","45","","","false","false","false","screwnuts.png","true","10","false"
"screws","Parafusos","Comum","","0.45","45","","","false","false","false","screws.png","true","11","false"
"scuba","Roupa de Mergulho","Consumível","","2.25","975","","","false","false","false","scuba.png","true","2","false"
"seatbelt","Cinto de Corrida","Consumível","","5.75","100000","","legendary","false","false","true","seatbelt.png","true","2","false"
"securitycam","CCTV Câmera","Consumível","Câmera de segurança instalável que permite o monitoramento em tempo real de áreas estratégicas. Após instalada, o acesso ao painel de controle fica disponível dentro do local selecionado dos grupos em suas bases, garantindo vigilância, controle e segurança do perímetro.","7.75","","","","true","false","true","securitycam.png","true","13","false"
"sewingkit","Kit de Costura","Comum","Utilizado para reparar mochilas <common>Pequenas</common>, <common>Médias</common> e <common>Grandes</common>.","0.55","50000","","legendary","false","false","true","sewingkit.png","true","1","false"
"sheetmetal","Chapa de Metal","Comum","","0.65","65","","","false","false","false","sheetmetal.png","true","14","false"
"silverchain","Corrente de Prata","Comum","","0.4","425","","","false","false","false","silverchain.png","true","10","false"
"sinkalmy","Sinkalmy","Consumível","","0.75","425","2","","true","false","false","sinkalmy.png","true","6","false"
"skinshop","Loja de Roupas","Consumível","Define uma posição no mapa onde a <epic>Loja de Roupas</epic> poderá ser acessada.","0","500000","","legendary","false","false","true","skinshop.png","true","93","false"
"smallshark","Tubarão Pequeno","Comum","","0.5","250","","","true","false","false","smallshark.png","true","2","false"
"smalltrout","Truta Pequena","Comum","","0.5","70","","","true","false","false","smalltrout.png","true","6","false"
"smg_bench","Mesa de Produção","Consumível","Mesa para fabricação de <common>Submetralhadoras</common>.","9.25","75000","","epic","true","false","false","smg_bench.png","true","2","false"
"smgbody","Corpo de Sub","Comum","","0.75","525","","","true","false","false","smgbody.png","true","12","false"
"soap","Sabonete","Consumível","","0.25","125","","","true","false","false","soap.png","true","4","false"
"soda","Sprunk","Consumível","","0.25","20","2","","true","false","false","soda.png","true","6","false"
"spikestrips","Tiras de Espinhos","Consumível","","1.25","275","1","","true","false","false","spikestrips.png","true","3","false"
"spray_ballas","Spray: Ballas","Consumível","Liberte sua expressão urbana com spray de pichação, sua ferramenta para transformar paredes em telas vibrantes de criatividade.","0.15","9725","","","true","false","false","sprays.png","true","1","false"
"spray_families","Spray: Families","Consumível","Liberte sua expressão urbana com spray de pichação, sua ferramenta para transformar paredes em telas vibrantes de criatividade.","0.15","9725","","","true","false","false","sprays.png","true","1","false"
"spray_vagos","Spray: Vagos","Consumível","Liberte sua expressão urbana com spray de pichação, sua ferramenta para transformar paredes em telas vibrantes de criatividade.","0.15","9725","","","true","false","false","sprays.png","true","1","false"
"ssddrive","Unidade SSD","Comum","","0.75","525","","","false","false","false","ssddrive.png","true","3","false"
"strawberryjuice","Suco de Morango","Consumível","","0.75","125","3","","true","false","false","strawberryjuice.png","true","2","false"
"sugarbox","Caixa de Açucar","Comum","","0.25","35","","","true","false","false","sugarbox.png","true","5","false"
"suitcase","Mala de Dinheiro","Consumível","Segura e discreta para guardar dinheiro, ideal para proteger e organizar seus recursos financeiros com tranquilidade.","1","275","","common","true","true","false","suitcase.png","true","5","false"
"sulfuric","Ácido Sulfúrico","Consumível","","0.45","75","","","false","false","false","sulfuric.png","true","8","false"
"sushi","Sushi","Consumível","","0.65","60","3","","true","false","false","sushi.png","true","2","false"
"syringe01","Seringa A+","Comum","","0.25","45","","","true","false","false","syringe.png","true","2","false"
"syringe02","Seringa B+","Comum","","0.25","45","","","true","false","false","syringe.png","true","2","false"
"syringe03","Seringa A-","Comum","","0.25","45","","","true","false","false","syringe.png","true","2","false"
"syringe04","Seringa B-","Comum","","0.25","45","","","true","false","false","syringe.png","true","2","false"
"tacos","Tacos","Consumível","","0.25","20","2","","true","false","false","tacos.png","true","3","false"
"tadalapica","Tadalapica","Consumível","O remedio mais potente da farmacia. Recupera uma grande quantidade de vida, mas demora mais para fazer efeito.","0.15","420","5","","true","false","false","tadalapica.png","true","2","false"
"tangejuice","Suco de Tangerina","Consumível","","0.75","125","3","","true","false","false","tangejuice.png","true","2","false"
"tarp","Lona","Comum","","0.6","65","","","false","false","false","tarp.png","true","8","false"
"tattooshop","Loja de Tatuagem","Consumível","Define uma posição no mapa onde a <epic>Loja de Tatuagem</epic> poderá ser acessada.","0","500000","","legendary","false","false","true","tattooshop.png","true","25","false"
"techtrash","Lixo Eletrônico","Comum","","0.65","95","","","false","false","false","techtrash.png","true","7","false"
"teddypack","Mochila de Ursinho","Comum","Adorável bolsa infantil, feita de material macio e peludo, com uma carinha sorridente bordada na frente e orelhas tridimensionais, é prática e encantadora ao mesmo tempo.<br>Aumenta o peso de sua mochila em <epic>100Kg</epic>.","2.5","200000","","legendary","true","false","true","teddypack.png","true","1","false"
"television","Televisão","Comum","Uma experiência visual imersiva equipada com tecnologia LED para cores vibrantes e detalhes nítidos oferecendo entretenimento de alta qualidade.","12.5","5425","1","","true","false","false","television.png","true","2","false"
"tin_pure","Barra de Estanho","Comum","","0.5","40","","","true","false","false","tin_pure.png","true","4","false"
"toolbox","Kit de Ferramentas","Consumível","Um arsenal versátil de ferramentas essenciais para todas as suas necessidades de reparo, com qualidade premium e variedade abrangente, este kit é seu parceiro e do seu veículos.","2.25","925","3","","false","false","false","toolbox.png","true","9","false"
"toothpaste","Pasta de Dente","Comum","","0.15","175","","","false","false","false","toothpaste.png","true","5","false"
"treasurebox","Baú do Tesouro","Consumível","","0","0","","legendary","true","true","false","treasurebox.png","true","8","false"
"tyres","Pneu","Consumível","","2.75","375","4","","false","false","false","tyres.png","true","16","false"
"umbrella","Guarda-chuva","Consumível","Abra para se proteger do sol quando estiver com o modo vampiro ativo.","0.75","175","","","true","false","false","umbrella.png","true","2","false"
"utilkey","Chave do Crepúsculo","Comum","Projetada para ser encontrada e utilizada como parte da progressão na história ou na resolução de um enigma, adicionando um elemento de interatividade e imersão à experiência.","0.25","625","","common","true","false","false","utilkey.png","true","2","false"
"vape","Vape","Consumível","","0.75","4750","","","false","false","false","vape.png","true","5","false"
"vehiclekey","Chave Reserva","Consumível","","0.25","0","","","true","false","false","vehiclekey.png","true","11","false"
"videocard","Placa de Vídeo","Comum","","4.25","4225","","","false","false","false","videocard.png","true","3","false"
"washbattery","Bateria 75Ah","Comum","Fonte confiável de energia, garantindo longa duração e eficiência durante os ciclos de lavagem, ideal para manter o funcionamento contínuo sem depender exclusivamente da rede elétrica.<br><br><legendary>Duração de 7 dias</legendary>","17.5","12750","","","true","false","false","washbattery.png","true","2","false"
"washbleach","Alvejante","Comum","Produto químico potente utilizado para remover manchas difíceis e desinfetar superfícies. Ideal para limpeza pesada de roupas brancas e ambientes que exigem higienização profunda. Deve ser manuseado com cuidado.<br><br><legendary>Duração de 6 horas</legendary>","0.35","22725","","","true","false","false","washbleach.png","true","2","false"
"water","Garrafa de Água","Consumível","","0.25","35","2","","true","false","false","water.png","true","26","false"
"watercooler","Bebedouro","Consumível","","2.25","","","","true","false","false","watercooler.png","true","1","false"
"WEAPON_ACIDPACKAGE","Jornal","Arremesso","","0.75","10","","","true","false","false","newspaper.png","true","2","false"
"WEAPON_ADVANCEDRIFLE","MDR","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","7.75","22725","","","true","false","false","mdr.png","true","5","false"
"WEAPON_APPISTOL","Koch Vp9","Armamento","Armamento que utiliza <common>Munição de Sub</common>.","2.75","6225","","","true","false","false","kochvp9.png","true","4","false"
"WEAPON_ASSAULTRIFLE","AK-74N","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","7.75","22725","","","true","false","false","ak74n.png","true","5","false"
"WEAPON_ASSAULTRIFLE_MK2","AK-102","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","7.75","24225","","","true","false","false","ak102.png","true","4","false"
"WEAPON_ASSAULTSMG","F2000","Armamento","Armamento que utiliza <common>Munição de Sub</common>.","5.75","15225","","","true","false","false","f2000.png","true","4","false"
"WEAPON_BAT","Bastão de Beisebol","Armamento","","1.75","975","","","true","false","false","bat.png","true","3","false"
"WEAPON_BATTLEAXE","Machado de Batalha","Armamento","","1.75","975","","","true","false","false","battleaxe.png","true","2","false"
"WEAPON_BRICK","Tijolo","Arremesso","","0.75","25","","","true","false","false","brick.png","true","1","false"
"WEAPON_BULLPUPRIFLE","QBZ-95","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","7.75","22725","","","true","false","false","qbz95.png","true","5","false"
"WEAPON_BULLPUPRIFLE_MK2","L85","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","7.75","24225","","","true","false","false","l85.png","true","5","false"
"WEAPON_CARBINERIFLE","M4A1","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","7.75","22725","","","true","false","false","m4a1.png","true","11","false"
"WEAPON_CARBINERIFLE_MK2","H416","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","8.75","24225","","","true","false","false","h416.png","true","4","false"
"WEAPON_COMBATPISTOL","G18C","Armamento","Armamento que utiliza <common>Munição de Pistola</common>.","3.25","6225","","","true","false","false","g18c.png","true","9","false"
"WEAPON_COMPACTRIFLE","AKS74U","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","4.25","13225","","","true","false","false","aks74u.png","true","4","false"
"WEAPON_CROWBAR","Pé de Cabra","Armamento","","1.35","975","","","true","false","false","crowbar.png","true","5","false"
"WEAPON_FLASHLIGHT","Lanterna","Armamento","","0.75","975","","","true","false","false","flashlight.png","true","5","false"
"WEAPON_GOLFCLUB","Taco de Golf","Armamento","","1.65","975","","","true","false","false","golfclub.png","true","2","false"
"WEAPON_GUSENBERG","MPF45","Armamento","Armamento que utiliza <common>Munição de Sub</common>.","6.25","15225","","","true","false","false","mpf45.png","true","4","false"
"WEAPON_HAMMER","Martelo","Armamento","","1.45","975","","","true","false","false","hammer.png","true","2","false"
"WEAPON_HATCHET","Machado","Armamento","","1.75","975","","","true","false","false","hatchet.png","true","2","false"
"WEAPON_HEAVYPISTOL","M45A1","Armamento","Armamento que utiliza <common>Munição de Pistola</common>.","2.75","7225","","","true","false","false","m45a1.png","true","4","false"
"WEAPON_HEAVYRIFLE","Scar-H","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","7.75","24225","","","true","false","false","scarh.png","true","4","false"
"WEAPON_KATANA","Katana","Armamento","","1.75","5000","","legendary","true","false","true","katana.png","true","6","false"
"WEAPON_KNUCKLE","Soco Inglês","Armamento","","1.25","975","","","true","false","false","knuckle.png","true","2","false"
"WEAPON_MACHETE","Facão","Armamento","","1.35","975","","","true","false","false","machete.png","true","2","false"
"WEAPON_MACHINEPISTOL","Tec-9","Armamento","Armamento que utiliza <common>Munição de Sub</common>.","3.25","8225","","","true","false","false","tec9.png","true","3","false"
"WEAPON_MICROSMG","Uzi","Armamento","Armamento que utiliza <common>Munição de Sub</common>.","4.25","13225","","","true","false","false","uzi.png","true","6","false"
"WEAPON_MINISMG","MAC-10","Armamento","Armamento que utiliza <common>Munição de Sub</common>.","5.25","13225","","","true","false","false","mac10.png","true","3","false"
"WEAPON_MOLOTOV","Coquetel Molotov","Arremesso","","0.95","1225","2","","true","false","false","molotov.png","true","0","false"
"WEAPON_MUSKET","Winchester 1892","Armamento","Armamento que utiliza <common>Munição de Mosquete</common>.","6.25","3225","","","true","false","false","winchester.png","true","4","false"
"WEAPON_MUSKET_AMMO","Munição de Mosquete","Munição","","0.075","10","","","true","false","false","musketammo.png","true","2","false"
"WEAPON_NIGHTSTICK","Cassetete","Armamento","","1.15","975","","","true","false","false","nightstick.png","true","4","false"
"WEAPON_PETROLCAN","Galão","Armamento","","2.75","500","","","true","false","false","gallon.png","true","4","false"
"WEAPON_PETROLCAN_AMMO","Combustível","Munição","","0.001","0","","","true","false","false","fuel.png","true","2","false"
"WEAPON_PISTOL","M1911","Armamento","Armamento que utiliza <common>Munição de Pistola</common>.","2.25","5725","","","true","false","false","m1911.png","true","8","false"
"WEAPON_PISTOL_AMMO","Munição de Pistola","Munição","","0.025","15","","","true","false","false","pistolammo.png","true","10","false"
"WEAPON_PISTOL_MK2","T54","Armamento","Armamento que utiliza <common>Munição de Pistola</common>.","2.75","6225","","","true","false","false","t54.png","true","5","false"
"WEAPON_PISTOL50","Deagle","Armamento","Armamento que utiliza <common>Munição de Pistola</common>.","3.75","8225","","","true","false","false","deagle.png","true","4","false"
"WEAPON_POOLCUE","Taco de Sinuca","Armamento","","1.25","975","","","true","false","false","poolcue.png","true","2","false"
"WEAPON_PUMPSHOTGUN","M870","Armamento","Armamento que utiliza <common>Munição de Espingarda</common>.","7.25","13225","","","true","false","false","m870.png","true","9","false"
"WEAPON_PUMPSHOTGUN_MK2","MP133","Armamento","Armamento que utiliza <common>Munição de Espingarda</common>.","7.25","15275","","","true","false","false","mp133.png","true","3","false"
"WEAPON_RIFLE_AMMO","Munição de Rifle","Munição","","0.025","25","","","true","false","false","rifleammo.png","true","8","false"
"WEAPON_RPG","Lança Foguete","Armamento","Armamento que utiliza <common>Munição de Foguete</common>.","12.25","","","","true","false","false","rpg.png","true","2","false"
"WEAPON_RPG_AMMO","Munição de Foguete","Munição","","2.25","","","","true","false","false","rocket.png","true","0","false"
"WEAPON_SAWNOFFSHOTGUN","Mossberg 500","Armamento","Armamento que utiliza <common>Munição de Espingarda</common>.","5.75","13225","","","true","false","false","mossberg500.png","true","3","false"
"WEAPON_SHOES","Tênis","Arremesso","","0.755","25","","","true","false","false","shoes.png","true","2","false"
"WEAPON_SHOTGUN_AMMO","Munição de Espingarda","Munição","","0.05","50","","","true","false","false","shotgunammo.png","true","5","false"
"WEAPON_SMG","MP5","Armamento","Armamento que utiliza <common>Munição de Sub</common>.","5.25","12725","","","true","false","false","mp5.png","true","11","false"
"WEAPON_SMG_AMMO","Munição de Sub","Munição","","0.025","20","","","true","false","false","smgammo.png","true","7","false"
"WEAPON_SMG_MK2","MPX","Armamento","Armamento que utiliza <common>Munição de Sub</common>.","5.25","15225","","","true","false","false","mpx.png","true","4","false"
"WEAPON_SMOKEGRENADE","Granada de Fumaça","Arremesso","","0.95","1225","2","","true","false","false","smokegrenade.png","true","1","false"
"WEAPON_SNOWBALL","Bola de Neve","Arremesso","","0.55","25","","","true","false","false","snowball.png","true","0","false"
"WEAPON_SNSPISTOL","F57","Armamento","Armamento que utiliza <common>Munição de Pistola</common>.","2.25","4725","","","true","false","false","f57.png","true","4","false"
"WEAPON_SNSPISTOL_MK2","CZ52","Armamento","Armamento que utiliza <common>Munição de Pistola</common>.","3.25","5225","","","true","false","false","cz52.png","true","3","false"
"WEAPON_SPECIALCARBINE","G36C","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","8.75","22725","","","true","false","false","g36c.png","true","6","false"
"WEAPON_SPECIALCARBINE_MK2","Sig Sauer 556","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","8.75","24225","","","true","false","false","sigsauer556.png","true","4","false"
"WEAPON_STONE_HATCHET","Machado de Pedra","Armamento","","1.55","975","","","true","false","false","stonehatchet.png","true","2","false"
"WEAPON_STUNGUN","Tazer","Armamento","","0.75","725","","","true","false","false","stungun.png","true","4","false"
"WEAPON_SWITCHBLADE","Canivete","Armamento","","0.75","975","","","true","false","false","switchblade.png","true","6","false"
"WEAPON_TACTICALRIFLE","M16","Armamento","Armamento que utiliza <common>Munição de Rifle</common>.","7.75","24225","","","true","false","false","m16.png","true","5","false"
"WEAPON_VINTAGEPISTOL","M1922","Armamento","Armamento que utiliza <common>Munição de Pistola</common>.","3.25","4725","","","true","false","false","m1922.png","true","3","false"
"WEAPON_WRENCH","Chave Inglesa","Armamento","","1.45","975","","","true","false","false","wrench.png","true","6","false"
"weaponbox","Caixa de Armamento","Consumível","Resistente e segura, ideal para armazenamento e transporte de armas com praticidade e segurança.","3.25","100000","","rare","true","true","false","weaponbox.png","true","4","false"
"weaponkey","Chave da Harmonia","Comum","Projetada para ser encontrada e utilizada como parte da progressão na história ou na resolução de um enigma, adicionando um elemento de interatividade e imersão à experiência.","0.25","725","","epic","true","false","false","weaponkey.png","true","1","false"
"weaponparts","Peças de Armas","Comum","","1.25","125","","","true","false","false","weaponparts.png","true","35","false"
"weedsack","Pacote de Cannabis","Comum","","2.5","250","","","true","false","false","weedsack.png","true","2","false"
"wetdollar","Dólar Molhado","Comum","","0","1","","","true","false","false","wetdollar.png","true","5","false"
